gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT03_2714847,complete,,MSI,2022,,0,28/05/2022 9:04,2,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Wukong,Ornn,Renata Glasc,Kai'Sa,1932,1,18,11,41,18,11,1,0,0,0,1,,,,0.559,0.9006,0,1,2,1,2,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,11,2,1,1,8,5,2,0,69899,2170.7764,,2370.4037,2215.6832,122,3.7888,43,1.3354,41,252,7.8261,65616,44532,1382.9814,,58930,0.185527,,1164,268,,,44.472,16588,19050,355,14895,17923,327,1693,1127,28,2,4,1,1,2,2,26454,30288,559,23174,27478,501,3280,2810,58,3,6,2,2,4,3
ESPORTSTMNT03_2714848,complete,,MSI,2022,,0,28/05/2022 9:38,3,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Wukong,Ahri,Rakan,Nautilus,1242,1,22,6,42,22,6,3,1,0,0,0,,,,1.0628,1.3043,1,2,0,2,0,0,0,1,1,0,0,,0,0,1,2,0,0,0,0,1,8,0,1,1,13,3,1,0,56759,2741.9807,,3208.4058,2136.9082,75,3.6232,21,1.0145,32,149,7.1981,45173,31127,1503.7198,,41358,0.357656,,514,140,,,31.5942,16581,18058,301,14407,16307,266,2174,1751,35,3,5,2,1,2,3,29950,30323,486,21412,25120,412,8538,5203,74,9,14,3,2,5,9
ESPORTSTMNT03_2714860,complete,,MSI,2022,,0,29/05/2022 7:43,1,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Ahri,Lucian,Wukong,Kai'Sa,Kalista,1993,0,6,19,17,6,19,1,0,0,0,0,,,,0.1806,0.7526,0,0,4,0,4,0,0,0,0,0,0,,0,0,0,1,1,0,0,1,1,3,10,1,1,9,3,0,2,60615,1824.8369,,2072.6944,1480.1004,126,3.7933,48,1.4451,55,268,8.0682,55176,33469,1007.5966,,52720,-0.128755,,907,214,,,33.7481,16826,19785,372,15783,18690,328,1043,1095,44,0,0,2,2,4,0,26160,30578,562,24791,29338,510,1369,1240,52,2,5,4,4,9,2
ESPORTSTMNT03_2714868,complete,,MSI,2022,,0,29/05/2022 9:00,2,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Galio,Jax,Nautilus,Aatrox,Rakan,1565,1,15,5,23,15,5,4,1,0,0,0,,,,0.5751,0.7668,0,1,2,1,2,0,0,0,0,0,1,,0,0,1,2,0,0,0,1,1,8,2,1,1,8,4,1,0,47358,1815.6422,,2282.0319,1453.4185,90,3.4505,37,1.4185,39,172,6.5942,51077,33736,1293.393,,44838,0.0642221,,752,156,,,34.8115,16425,18973,334,15732,18398,329,693,575,5,3,1,1,1,1,3,26698,30692,538,24317,30067,518,2381,625,20,5,1,3,3,4,5
ESPORTSTMNT03_2714869,complete,,MSI,2022,,0,29/05/2022 9:50,3,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Galio,Jax,Tristana,Kai'Sa,1698,0,8,24,17,8,24,1,0,0,0,0,,,,0.2827,1.1307,0,0,3,0,3,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,3,11,0,0,4,6,0,2,47892,1692.2968,,2802.9682,2070.9894,104,3.6749,31,1.0954,36,191,6.7491,47998,29300,1035.3357,,46050,-0.108985,,726,146,,,30.8127,15517,16599,290,17418,17748,283,-1901,-1149,7,3,6,7,7,10,3,24193,27115,495,28138,29503,495,-3945,-2388,0,3,6,9,9,14,3
ESPORTSTMNT03_2714870,complete,,MSI,2022,,0,29/05/2022 10:46,4,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Galio,Viego,Nautilus,Rakan,Irelia,1787,1,10,3,29,10,3,3,0,0,0,0,,,,0.3358,0.4365,0,3,1,3,1,2,0,0,1,0,0,,0,0,1,2,0,1,1,0,1,8,2,1,1,7,2,1,0,44305,1487.5769,,2039.8993,1607.7784,117,3.9284,53,1.7795,52,243,8.1589,54497,34892,1171.5277,,48025,0.103822,,795,193,,,33.1729,14338,16846,308,14312,16560,285,26,286,23,0,0,1,1,1,0,24782,26664,507,21973,27286,481,2809,-622,26,0,0,1,1,1,0
ESPORTSTMNT03_2714871,complete,,MSI,2022,,0,29/05/2022 11:38,5,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Viego,Nautilus,Ezreal,Kai'Sa,1539,0,3,15,7,3,15,0,0,0,0,0,,,,0.117,0.7018,0,0,4,0,4,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,1,8,0,0,4,7,0,1,30030,1170.7602,,1837.3099,1140.5458,68,2.6511,30,1.1696,29,149,5.809,38509,21433,835.5945,,36510,-0.20181,,667,133,,,31.1891,14513,17257,304,15994,17640,304,-1481,-383,0,1,1,4,4,5,1,22809,27916,485,26299,28870,516,-3490,-954,-31,2,4,5,5,7,2
ESPORTSTMNT05_2780049,complete,,LCK,2022,Summer,0,17/06/2022 10:02,1,12.1,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Azir,Taliyah,Tahm Kench,Kayle,Kennen,2289,1,16,1,44,16,1,1,0,0,0,1,,,,0.4194,0.4456,0,4,1,4,1,1,3,0,0,0,0,,0,0,1,1,1,1,2,1,1,11,1,1,1,6,0,3,0,87928,2304.7969,,2332.8965,2808.6501,128,3.3552,89,2.3329,54,386,10.118,78805,54079,1417.536,,74008,0.224249,,1107,327,,,37.5885,15473,18923,331,14815,18977,333,658,-54,-2,0,0,0,0,0,0,25186,30236,532,22455,29885,528,2731,351,4,1,3,0,0,0,1
ESPORTSTMNT05_2780070,complete,,LCK,2022,Summer,0,17/06/2022 11:56,2,12.1,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Gwen,Lucian,Xayah,Kayle,Jayce,2788,1,19,25,27,19,25,3,1,1,0,0,,,,0.4089,0.9469,0,0,6,0,4,0,0,0,0,0,0,,0,2,1,2,0,1,3,0,1,9,6,1,1,10,4,1,2,130567,2809.9067,,3411.4132,2383.8164,185,3.9813,82,1.7647,57,417,8.9742,89598,59782,1286.5567,,84141,0.0229363,,1129,312,,,31.0115,15789,19148,339,15125,18809,310,664,339,29,0,0,0,0,0,0,26388,29690,516,25818,30940,490,570,-1250,26,2,1,4,4,7,2
ESPORTSTMNT02_2830769,complete,,LCK,2022,Summer,0,19/06/2022 6:55,1,12.1,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Taliyah,Gwen,Kayle,Gangplank,1916,0,4,18,5,4,18,0,0,0,0,0,,,,0.1253,0.6889,1,1,4,1,4,1,0,0,0,0,0,,0,0,0,0,2,1,2,0,1,2,8,0,0,4,4,0,1,51047,1598.5491,,3215.1983,3137.2234,118,3.6952,46,1.4405,49,239,7.4843,56072,35151,1100.762,,53483,-0.0403056,,947,235,,,37.0146,15534,19459,370,15463,19004,351,71,455,19,0,0,0,0,0,0,25637,32083,605,25156,31443,556,481,640,49,1,0,2,2,3,1
ESPORTSTMNT02_2830808,complete,,LCK,2022,Summer,0,19/06/2022 8:47,2,12.1,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Taliyah,Kayle,Sejuani,Nautilus,Ezreal,1839,1,11,7,29,11,7,1,0,0,0,0,,,,0.3589,0.5873,0,1,4,0,4,0,0,0,0,0,0,,1,0,0,0,2,1,1,0,0,9,3,1,1,5,7,2,0,57408,1873.0179,,2320.6852,1873.2463,115,3.752,42,1.3703,43,219,7.1452,61246,41110,1341.2724,,54258,0.0725773,,871,232,,,35.9869,15771,18342,348,16258,19204,324,-487,-862,24,0,0,3,3,5,0,24978,29961,579,26380,30938,538,-1402,-977,41,0,0,4,4,6,0
ESPORTSTMNT02_2840731,complete,,LCK,2022,Summer,0,19/06/2022 10:12,3,12.1,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Taliyah,Gwen,Kalista,Ezreal,2660,1,18,19,44,18,19,1,1,1,0,1,,,,0.406,0.8346,1,3,4,3,4,0,1,2,0,0,0,,0,0,0,1,1,0,2,2,1,9,7,1,1,9,0,2,1,92219,2080.1278,,3264.3609,3283.8947,173,3.9023,82,1.8496,81,373,8.4135,85739,57229,1290.8797,,80918,0.0370438,,1155,306,,,32.9549,16425,19620,370,14637,18094,330,1788,1526,40,1,3,0,0,0,1,27686,31570,580,23634,29655,505,4052,1915,75,4,7,3,3,9,4
ESPORTSTMNT03_2794885,complete,,LCK,2022,Summer,0,23/06/2022 11:10,1,12.11,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Vi,Ahri,Akali,Gnar,Aphelios,1596,1,16,5,44,16,5,3,0,0,0,0,,,,0.6015,0.7895,1,2,1,2,1,0,1,0,0,0,1,,0,0,1,2,0,1,1,0,1,10,2,1,1,9,2,2,0,59878,2251.0526,,2945.7519,2358.8346,73,2.7444,44,1.6541,34,175,6.5789,55585,37928,1425.8647,,49075,0.119069,,732,198,,,34.9624,15939,19173,345,15789,19013,340,150,160,5,0,0,1,1,1,0,27022,31598,552,24018,29781,540,3004,1817,12,3,6,2,2,3,3
ESPORTSTMNT03_2794935,complete,,LCK,2022,Summer,0,23/06/2022 12:19,2,12.11,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Zeri,Wukong,Gnar,Gwen,1442,1,13,4,32,13,4,2,0,0,0,0,,,,0.5409,0.7074,0,1,1,1,1,1,0,0,0,0,0,,0,0,1,2,0,0,0,0,1,9,0,1,1,6,1,1,0,46261,1924.8682,,2447.3093,1909.2233,84,3.4951,39,1.6227,25,181,7.5312,46404,30318,1261.4979,,41225,0.195008,,608,167,,,32.2469,16171,17652,307,14819,17010,279,1352,642,28,2,4,1,1,2,2,27904,28757,486,22647,27776,467,5257,981,19,6,14,2,2,4,6
ESPORTSTMNT03_2786350,complete,,LCK,2022,Summer,0,25/06/2022 8:10,1,12.11,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Corki,Wukong,Poppy,Gwen,1895,1,11,8,25,11,8,1,0,0,0,0,,,,0.3483,0.6016,1,4,0,4,0,0,1,1,0,0,2,,0,0,0,0,2,1,2,0,1,9,3,0,0,3,5,1,0,69987,2215.9472,,3149.5726,3307.4406,146,4.6227,55,1.7414,48,301,9.5303,62002,41295,1307.4934,,55975,0.0860896,,823,231,,,33.372,15630,18841,338,16074,19158,337,-444,-317,1,1,2,1,1,0,1,25025,29775,547,26470,30802,525,-1445,-1027,22,1,2,4,4,9,1
ESPORTSTMNT03_2786361,complete,,LCK,2022,Summer,0,25/06/2022 8:47,2,12.11,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Corki,Wukong,Poppy,Rakan,1907,1,18,11,45,18,11,1,0,0,0,1,,,,0.5663,0.9124,1,4,1,4,1,0,1,2,1,0,0,,0,0,1,2,0,1,2,0,1,8,2,1,1,4,2,1,0,66939,2106.1038,,3234.3996,3963.3036,131,4.1217,67,2.108,57,270,8.495,61906,41077,1292.4069,,53475,0.027296,,811,199,,,31.7777,16795,19207,345,15945,19454,372,850,-247,-27,3,3,0,0,0,3,26159,30047,539,25887,32289,583,272,-2242,-44,6,10,3,3,8,6
ESPORTSTMNT06_2500018,complete,,LCK,2022,Summer,0,29/06/2022 10:44,1,12.11,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Ahri,Twisted Fate,Nautilus,Akali,Gangplank,1675,1,10,8,23,10,8,0,0,0,0,1,,,,0.3582,0.6448,1,3,0,3,0,0,1,1,0,0,1,,0,0,0,1,1,1,1,0,1,10,0,1,1,4,2,2,0,74955,2684.9552,,2476.9433,1657.4687,111,3.9761,48,1.7194,44,249,8.9194,54952,36489,1307.0687,,50085,0.145887,,754,201,,,34.209,16366,16513,282,15781,16906,264,585,-393,18,3,5,4,4,12,3,25012,28684,509,23347,27738,447,1665,946,62,3,5,4,4,12,3
ESPORTSTMNT06_2500033,complete,,LCK,2022,Summer,0,29/06/2022 12:22,2,12.11,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Ahri,Twisted Fate,Yuumi,Ornn,Akali,1876,0,2,12,3,2,12,0,0,0,0,0,,,,0.064,0.4478,0,1,3,1,3,0,0,1,0,0,0,,0,0,1,1,1,0,0,1,0,4,6,0,1,6,1,0,1,43397,1387.9638,,2922.8571,2272.1962,106,3.3902,58,1.855,51,248,7.9318,52626,32113,1027.0682,,52425,0.103141,,910,214,,,35.9488,14977,17266,307,15761,17779,276,-784,-513,31,1,2,3,3,7,1,23935,27645,514,23378,28063,440,557,-418,74,1,2,4,4,8,1
ESPORTSTMNT06_2500037,complete,,LCK,2022,Summer,0,29/06/2022 13:16,3,12.11,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Ahri,Senna,Kalista,Ezreal,Swain,2331,0,10,19,27,10,19,1,0,0,0,1,,,,0.2574,0.7465,1,2,4,2,4,0,1,0,1,0,0,,0,0,0,0,2,0,0,1,1,6,9,0,0,4,5,0,1,67580,1739.5109,,2731.7632,2669.7297,140,3.6036,73,1.879,53,317,8.1596,71047,45893,1181.287,,68923,0.0714549,,1115,281,,,35.9331,16820,18575,335,15502,18760,306,1318,-185,29,3,5,2,2,4,3,25649,30308,562,23989,29188,499,1660,1120,63,3,5,3,3,6,3
ESPORTSTMNT06_2500166,complete,,LCK,2022,Summer,0,1/07/2022 9:37,1,12.11,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Ornn,Akali,Wukong,Olaf,Kayle,2340,1,18,10,40,18,10,2,0,0,0,0,,,,0.4615,0.7179,0,3,3,3,3,2,0,1,0,0,0,,0,0,1,1,1,0,1,1,0,8,4,0,0,4,3,2,0,91855,2355.2564,,2824.3846,3249.8974,129,3.3077,67,1.7179,48,292,7.4872,72885,47639,1221.5128,,66550,0.0306195,,1015,276,,,33.1026,15368,19082,318,17384,19260,341,-2016,-178,-23,1,0,4,4,7,1,24132,30998,522,26330,31665,565,-2198,-667,-43,2,0,5,5,9,2
ESPORTSTMNT06_2500194,complete,,LCK,2022,Summer,0,1/07/2022 11:48,2,12.11,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Ornn,Wukong,Amumu,Sylas,Orianna,1795,1,16,2,42,16,2,2,0,0,0,1,,,,0.5348,0.6017,0,4,1,4,1,0,0,1,0,0,3,,0,0,0,0,2,0,0,0,1,7,2,0,1,3,4,1,0,63697,2129.1476,,3054.7187,2345.9164,88,2.9415,50,1.6713,41,229,7.6546,55967,36280,1212.7019,,47975,0.0259713,,832,193,,,34.2618,15646,17981,317,15376,18043,328,270,-62,-11,2,3,1,1,1,2,23294,28148,498,23760,28918,529,-466,-770,-31,2,3,1,1,1,2
ESPORTSTMNT04_2411346,complete,,LCK,2022,Summer,0,8/07/2022 7:03,1,12.12,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zeri,Lucian,Corki,Ezreal,Ashe,1821,0,3,9,7,3,9,0,0,0,0,0,,,,0.0988,0.3954,0,1,4,1,4,0,0,0,1,0,0,,0,0,1,2,0,0,0,1,0,1,10,0,0,0,6,0,2,44307,1459.8682,,2963.6244,1975.8814,80,2.6359,37,1.2191,31,168,5.5354,47877,27925,920.0988,,45708,-0.148368,,873,146,,,33.575,15212,18911,350,16093,18643,343,-881,268,7,0,0,1,1,2,0,22588,28917,531,26909,31641,572,-4321,-2724,-41,0,0,3,3,8,0
ESPORTSTMNT04_2411358,complete,,LCK,2022,Summer,0,8/07/2022 8:39,2,12.12,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Sylas,Poppy,Yuumi,Sejuani,Ornn,1820,1,13,8,24,13,8,1,0,0,0,1,,,,0.4286,0.6923,1,3,0,3,0,0,1,1,1,0,0,,0,0,1,2,0,1,1,0,1,7,0,1,1,6,2,1,0,56192,1852.4835,,2538.989,2017.1868,140,4.6154,52,1.7143,49,265,8.7363,59098,39156,1290.8571,,52883,0.103415,,848,227,,,35.4396,16437,19165,347,15045,18247,326,1392,918,21,2,3,0,0,0,2,25021,30363,528,23346,28880,525,1675,1483,3,3,4,1,1,3,3
ESPORTSTMNT04_2411364,complete,,LCK,2022,Summer,0,8/07/2022 9:34,3,12.12,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Poppy,Zeri,Lucian,Gangplank,Sejuani,1903,1,9,3,24,9,3,1,0,0,0,0,,,,0.2838,0.3783,0,3,2,3,2,0,3,0,0,0,0,,0,0,0,1,1,1,1,0,0,8,2,1,1,7,5,1,0,71464,2253.2002,,2430.5518,2491.4346,109,3.4367,41,1.2927,42,213,6.7157,58096,37307,1176.2585,,49358,0.0350038,,844,212,,,33.2948,16164,18331,334,16233,18799,330,-69,-468,4,1,1,1,1,1,1,25269,29397,520,26182,30232,534,-913,-835,-14,2,4,2,2,2,2
ESPORTSTMNT04_2411526,complete,,LCK,2022,Summer,0,10/07/2022 11:06,1,12.12,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Corki,Kalista,Poppy,Nautilus,Rell,1755,1,13,8,39,13,8,2,0,0,0,0,,,,0.4444,0.7179,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,0,1,1,4,4,1,0,56519,1932.2735,,2273.2308,1432.0684,105,3.5897,54,1.8462,30,224,7.6581,53810,34531,1180.547,,47858,0.0314752,,992,192,,,40.4786,16684,19118,325,16095,18263,327,589,855,-2,3,5,3,3,5,3,25459,29725,515,23747,28199,509,1712,1526,6,4,7,3,3,5,4
ESPORTSTMNT04_2411536,complete,,LCK,2022,Summer,0,10/07/2022 11:58,2,12.12,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Corki,Amumu,Samira,Renata Glasc,Rakan,1422,1,26,11,65,26,11,3,2,0,0,0,,,,1.097,1.5612,1,4,0,4,0,1,0,2,0,0,1,4,0,0,1,1,1,1,1,0,1,9,0,1,1,11,2,1,0,56037,2364.4304,,2853.3333,2913.6287,71,2.9958,32,1.3502,31,173,7.2996,55525,39643,1672.7004,,50275,0.256812,,820,200,,,43.038,20074,19833,330,16288,17509,313,3786,2324,17,7,18,4,4,6,7,29955,31872,542,24434,28445,498,5521,3427,44,8,20,5,5,8,8
ESPORTSTMNT05_2951501,complete,,LCK,2022,Summer,0,13/07/2022 8:09,1,12.12,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Amumu,Gnar,Zeri,Sejuani,Viego,1961,1,11,8,26,11,8,1,0,0,0,0,,,,0.3366,0.5813,1,3,2,3,2,1,2,0,0,0,0,,0,0,0,1,1,1,1,0,1,11,4,1,1,9,4,3,0,76634,2344.7425,,2514.768,2723.9878,106,3.2432,53,1.6216,43,242,7.4044,62272,40892,1251.1576,,53675,-0.00529568,,900,226,,,34.4518,15679,18032,329,15547,17730,296,132,302,33,1,2,2,2,2,1,25465,29565,531,23958,28617,477,1507,948,54,2,3,3,3,3,2
ESPORTSTMNT05_2951513,complete,,LCK,2022,Summer,0,13/07/2022 8:47,2,12.12,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Amumu,Lucian,Zeri,Rakan,Kalista,2205,0,10,20,22,10,20,1,0,0,0,0,,,,0.2721,0.8163,0,1,4,1,4,1,0,0,0,0,0,,0,0,1,1,1,1,1,1,0,3,11,0,0,7,0,0,3,69623,1894.5034,,2718.7755,2101.6871,166,4.517,78,2.1224,59,304,8.2721,63737,39868,1084.8435,,60608,-0.0908311,,980,227,,,32.8435,17058,18139,341,15165,17787,320,1893,352,21,4,6,2,2,2,4,26169,30013,559,24371,30833,538,1798,-820,21,4,6,4,4,4,4
ESPORTSTMNT05_2951542,complete,,LCK,2022,Summer,0,13/07/2022 9:56,3,12.12,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Poppy,Swain,Amumu,Ezreal,Aphelios,1827,1,11,3,22,11,3,1,1,0,0,1,,,,0.3612,0.4598,1,4,1,4,1,0,0,1,3,0,0,,0,0,1,2,0,0,1,1,1,10,2,1,1,10,2,2,0,60917,2000.5583,,2568.0788,2320.4269,100,3.2841,46,1.5107,37,243,7.9803,62667,42654,1400.7882,,56325,0.123809,,921,271,,,39.1461,16809,19905,346,14197,17127,298,2612,2778,48,3,3,0,0,0,3,28206,31575,555,22780,28980,492,5426,2595,63,5,6,1,1,3,5
ESPORTSTMNT05_2942496,complete,,LCK,2022,Summer,0,16/07/2022 9:46,1,12.12,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Corki,Zeri,Amumu,Diana,Ahri,1617,1,13,1,32,13,1,1,0,0,0,1,,,,0.4824,0.5195,1,3,0,3,0,0,1,0,1,0,1,,0,0,0,1,1,1,1,0,1,9,2,1,1,2,2,2,0,64701,2400.7792,,2518.0705,2254.397,78,2.8942,31,1.1503,31,193,7.1614,52715,34844,1292.9128,,43233,0.12322,,718,195,,,33.8776,15382,18376,354,14966,17750,309,416,626,45,0,0,0,0,0,0,23110,28977,558,23140,28685,497,-30,292,61,0,0,0,0,0,0
ESPORTSTMNT05_2942515,complete,,LCK,2022,Summer,0,16/07/2022 11:36,2,12.12,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zeri,Corki,Lucian,Poppy,Swain,1928,1,18,15,45,18,15,2,1,0,0,0,,,,0.5602,1.027,1,2,3,2,3,1,0,0,1,0,0,,0,0,0,0,2,1,2,0,0,10,5,1,1,2,5,1,0,83419,2596.027,,2577.8527,2039.5021,148,4.6058,45,1.4004,44,275,8.5581,69213,48169,1499.0353,,63258,0.108319,,901,229,,,35.166,16584,19004,344,17331,17935,311,-747,1069,33,2,5,6,6,7,2,26208,29935,529,27383,29410,502,-1175,525,27,4,9,10,10,16,4
ESPORTSTMNT05_2990357,complete,,LCK,2022,Summer,0,21/07/2022 6:43,1,12.12,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Seraphine,Sylas,Poppy,Gangplank,Trundle,1852,0,4,17,9,4,17,0,0,0,0,0,,,,0.1296,0.6803,0,2,2,2,2,1,1,0,0,0,0,,0,0,1,2,0,0,0,2,1,4,8,0,0,7,3,0,1,47262,1531.1663,,2507.1382,1985.1512,104,3.3693,49,1.5875,46,232,7.5162,53592,33324,1079.6112,,52558,-0.0385696,,856,205,,,34.3737,15887,19332,373,15622,18721,339,265,611,34,0,0,1,1,2,0,25677,28811,534,25553,30177,504,124,-1366,30,2,4,6,6,13,2
ESPORTSTMNT05_2990375,complete,,LCK,2022,Summer,0,21/07/2022 8:39,2,12.12,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Seraphine,Amumu,Gnar,Nocturne,Trundle,1945,1,16,11,39,16,11,3,0,0,0,1,,,,0.4936,0.8329,0,3,2,3,2,0,1,0,0,0,2,,0,0,1,2,0,1,2,0,1,9,2,1,1,5,2,1,0,73868,2278.7044,,2544.4936,2379.1465,136,4.1954,47,1.4499,42,266,8.2057,64750,43533,1342.9203,,58650,0.117176,,818,213,,,31.8046,16697,18180,303,15935,17867,314,762,313,-11,3,6,2,2,3,3,25800,30065,501,24530,28791,491,1270,1274,10,5,9,5,5,8,5
ESPORTSTMNT05_2990380,complete,,LCK,2022,Summer,0,21/07/2022 9:35,3,12.12,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Seraphine,Amumu,Gnar,Nocturne,Gangplank,2403,1,11,10,32,11,10,1,0,0,0,0,,,,0.2747,0.5243,1,4,3,4,3,0,1,0,0,0,3,,0,0,0,1,1,1,1,0,0,9,3,1,1,2,4,1,0,77617,1938.0025,,2424.4944,2413.5581,187,4.6692,74,1.8477,67,381,9.5131,70460,44571,1112.8839,,61725,-0.0239305,,902,299,,,29.9875,14047,17513,299,15304,18254,327,-1257,-741,-28,0,0,1,1,2,0,22829,27847,474,23901,29202,531,-1072,-1355,-57,1,3,2,2,4,1
ESPORTSTMNT05_2980556,complete,,LCK,2022,Summer,0,23/07/2022 6:15,1,12.12,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zeri,Sylas,Corki,Wukong,,1956,0,6,16,10,6,16,0,0,0,0,1,,,,0.184,0.6748,0,1,4,1,4,1,0,0,0,0,0,,0,0,0,1,1,0,0,2,1,4,11,1,1,3,6,0,4,59896,1837.3006,,2801.8405,2621.7178,104,3.1902,49,1.5031,42,221,6.7791,55760,34431,1056.1656,,51600,-0.0738722,,895,201,,,33.6196,16200,18238,345,15595,17727,312,605,511,33,2,4,3,3,8,2,26423,30267,563,24602,28758,509,1821,1509,54,3,5,3,3,8,3
ESPORTSTMNT05_2980569,complete,,LCK,2022,Summer,0,23/07/2022 8:41,2,12.12,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Ryze,Kalista,Taliyah,Gangplank,Tahm Kench,2016,1,15,9,25,15,9,2,0,0,0,0,,,,0.4464,0.7143,0,3,2,3,2,0,0,0,3,0,0,,0,0,1,1,1,1,2,0,1,9,0,1,1,7,3,1,0,66536,1980.2381,,3072.7679,2924.9405,129,3.8393,68,2.0238,43,295,8.7798,66593,44652,1328.9286,,62763,0.144955,,901,264,,,34.6726,16774,18563,316,16427,18525,335,347,38,-19,2,1,2,2,3,2,26320,30648,527,25706,29790,532,614,858,-5,4,4,4,4,5,4
ESPORTSTMNT05_2980571,complete,,LCK,2022,Summer,0,23/07/2022 9:44,3,12.12,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zeri,Kalista,Sylas,Senna,Renata Glasc,2268,1,17,10,46,17,10,1,1,0,0,1,,,,0.4497,0.7143,1,5,1,4,0,0,2,1,1,0,0,,1,1,1,2,0,1,2,0,1,8,4,1,1,8,5,1,0,86241,2281.5079,,2485.3439,3733.254,154,4.0741,58,1.5344,56,298,7.8836,71249,46737,1236.4286,,65493,0.115646,,901,265,,,30.8466,16283,18303,325,14827,18216,313,1456,87,12,3,6,1,1,3,3,26389,28976,520,23451,27635,476,2938,1341,44,4,9,2,2,5,4
